Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
"Waldenmyer, Jordan",ROME,28,CF,ML,583,0.31900000000000001,0.376,0.46400000000000002,1975,630,116,15,47,280,263,180,237,10,7,60,3
"Walker, Jason",DAY,30,3B,ML,805,0.31900000000000001,0.36699999999999999,0.439,3277,1044,237,13,44,461,359,249,260,9,6,108,6
"Wall, Truman",DAY,33,1B,ML,912,0.29799999999999999,0.33500000000000002,0.48399999999999999,3513,1047,222,8,138,507,566,198,487,3,9,141,8
"Ward, Eugene",CASP,28,3B,ML,176,0.29199999999999998,0.35899999999999999,0.498,641,187,36,6,28,91,102,67,133,2,1,32,1
"Watney, Mark",NORW,37,3B,ML,2224,0.28699999999999998,0.38400000000000001,0.47099999999999997,8433,2417,763,32,244,1471,1141,1330,2263,37,46,224,20
"Waynick, Jason",DAY,26,LF,ML,43,0.27600000000000002,0.32400000000000001,0.378,98,27,7,0,1,13,9,7,13,0,0,3,0
"Weast, Ivan",OKC,35,C,ML,744,0.28499999999999998,0.33300000000000002,0.44,1781,508,82,7,60,246,247,128,169,1,0,67,0
"Webb, Marcus",LOUI,34,LF,ML,1491,0.318,0.41899999999999998,0.49,5743,1828,210,24,243,1111,837,1000,922,1,14,144,13
"Weber, Potsie",MAIN,25,3B,ML,181,0.31,0.37,0.47199999999999998,646,200,50,5,15,94,92,62,86,1,4,23,4
"Wellings Jr, Jason",CHES,28,CF,ML,714,0.29699999999999999,0.33,0.437,2290,679,107,13,63,342,311,113,403,76,54,52,4
"Wilbur, Tim",MAIN,26,3B,ML,15,0.22700000000000001,0.22700000000000001,0.36399999999999999,22,5,0,0,1,7,4,0,3,1,0,2,0
"Wilkerson, Paul",SF,28,CF,ML,320,0.33200000000000002,0.374,0.46400000000000002,1180,392,97,7,15,173,140,79,143,2,0,46,0
"Willey, Jess",LOUI,31,RF,ML,190,0.255,0.33900000000000002,0.443,601,153,26,3,27,102,91,77,123,1,1,21,0
"Williams, Duncan",OKC,26,SS,ML,196,0.26300000000000001,0.318,0.33400000000000002,335,88,11,2,3,36,40,27,34,3,0,17,0
"Wilson, Woody",PORT,30,1B,ML,787,0.311,0.38100000000000001,0.51800000000000002,2954,920,160,6,146,501,571,330,327,1,4,119,4
"Wood, Andre",LOUI,24,C,ML,22,0.30299999999999999,0.36099999999999999,0.47,66,20,2,0,3,8,13,6,11,0,0,0,0
"Woodall, Fern",WISC,26,LF,ML,334,0.27900000000000003,0.35599999999999998,0.45,1149,320,44,6,47,172,174,139,192,0,4,41,4
"Woodcock, Don",SUGR,28,RF,ML,806,0.29299999999999998,0.35499999999999998,0.53500000000000003,3135,920,246,11,163,552,555,297,542,25,17,86,3
"Worsell, Bill",ELP,30,1B,ML,783,0.28699999999999998,0.36199999999999999,0.45100000000000001,2562,736,133,8,90,389,424,300,270,1,6,72,5
"Yates, Shawn",LAKE,35,SS,ML,1572,0.311,0.38200000000000001,0.36799999999999999,5965,1854,219,42,13,965,509,689,754,290,142,202,11
"Yoes, Fred",SUGR,33,C,ML,1034,0.28399999999999997,0.32600000000000001,0.432,3734,1059,142,19,125,537,535,235,551,9,4,145,0
"Yoon, Paul",TEX,36,1B,ML,1873,0.30599999999999999,0.35599999999999998,0.495,7261,2223,597,25,241,1106,1158,560,1034,1,16,180,16
"Zavalza, Cecil",ERIE,28,RF,ML,8,0.42899999999999999,0.42899999999999999,0.57099999999999995,7,3,1,0,0,0,2,0,1,0,0,1,0
