Period,Name,Team,Age,Pos,Level,G,AVG,OBP,SLG,AB,H,B2,B3,HR,R,RBI,BB,K,SB,CS,GIDP,PO
Career,"Johnson, Nasir",SCRN,33,RF,ML,1445,0.30599999999999999,0.372,0.57699999999999996,5528,1693,449,34,327,937,1054,579,755,0,20,172,18
Career,"Johnson, Vincent",EDMO,26,C,ML,68,0.27700000000000002,0.36199999999999999,0.47,166,46,8,0,8,30,27,22,32,1,1,5,0
Career,"Johnston, Dan",SUGR,27,RF,ML,94,0.23200000000000001,0.28799999999999998,0.29899999999999999,177,41,9,0,1,22,19,14,44,0,0,4,0
Career,"Jones, Alexander",ELP,27,C,ML,69,0.31,0.375,0.379,87,27,4,1,0,10,13,9,11,0,0,1,0
Career,"Jones, Bryce",IDA,29,C,ML,266,0.25700000000000001,0.30299999999999999,0.46700000000000003,758,195,42,0,39,97,104,50,168,0,1,32,1
Career,"Jones, Hollis",OMA,27,1B,ML,181,0.28100000000000003,0.36199999999999999,0.39100000000000001,540,152,27,4,8,79,75,68,43,0,2,22,0
Career,"Kelly, Seth",TEX,36,3B,ML,1325,0.28000000000000003,0.33200000000000002,0.39400000000000002,4644,1302,283,31,61,637,578,357,456,13,22,264,8
Career,"Kerle, Jerry",MIDL,31,CF,ML,699,0.314,0.372,0.435,2456,771,141,29,33,346,359,226,458,11,7,104,4
Career,"Kjerstad, Heston",CASP,33,RF,ML,1149,0.28299999999999997,0.33500000000000002,0.47499999999999998,4217,1195,355,25,134,583,658,324,714,2,6,178,6
Career,"Klein, Matthew",ALTO,30,RF,ML,784,0.25800000000000001,0.33,0.47,2648,682,95,15,146,453,470,288,602,3,2,101,0
Career,"Klonoski, Jesse",ELP,26,LF,ML,13,0.115,0.115,0.115,26,3,0,0,0,0,1,0,3,0,0,0,0
Career,"Kloth, Trevor",ERIE,31,2B,ML,1256,0.26700000000000002,0.34200000000000003,0.50600000000000001,4619,1234,225,8,288,746,822,529,1087,5,8,104,7
Career,"Knepel, Jacob",OMA,32,LF,ML,894,0.27900000000000003,0.33400000000000002,0.46899999999999997,3294,919,148,17,148,485,505,271,708,6,5,122,5
Career,"Knight, Briley",TEX,34,LF,ML,1343,0.28599999999999998,0.33400000000000002,0.47,4941,1413,220,10,223,684,770,353,1001,36,27,132,7
Career,"Koch, Torii",LAKE,32,RF,ML,863,0.27300000000000002,0.315,0.44500000000000001,1659,453,95,5,60,254,206,102,351,23,28,40,6
Career,"Kohlmeier, Shane",ELP,29,RF,ML,326,0.254,0.30499999999999999,0.379,1095,278,50,0,29,140,141,80,163,3,3,41,1
Career,"Koval Jr, Elijah",FRIS,31,2B,ML,1264,0.28999999999999998,0.34899999999999998,0.49,4851,1408,253,27,220,791,741,440,1012,46,32,166,9
Career,"Kringle, Kris",ERIE,31,RF,ML,1126,0.311,0.378,0.58599999999999997,4332,1349,337,25,267,796,881,465,589,6,6,161,5
Career,"Kruczek, John",TEX,39,CF,ML,3006,0.307,0.379,0.40300000000000002,11494,3528,652,41,123,1845,1238,1325,954,760,370,370,18
Career,"Kruse, Ryan",WISC,39,C,ML,1951,0.32200000000000001,0.38400000000000001,0.498,7171,2307,501,16,244,1170,1143,724,746,4,18,268,12
Career,"Kulakowski, Adrian",IDA,27,C,ML,148,0.253,0.28199999999999997,0.41199999999999998,296,75,20,0,9,35,42,12,41,0,0,5,0
Career,"Kuthe, Dave",FRIS,25,RF,ML,24,0.24099999999999999,0.33700000000000002,0.47,83,20,2,1,5,8,11,12,16,3,1,3,0
Career,"Lane, Somerset",LV,36,RF,ML,2021,0.30399999999999999,0.35399999999999998,0.49,7999,2435,670,61,231,1217,1212,612,982,315,174,284,9
Career,"Larimore, Roberto",SF,28,3B,ML,446,0.308,0.36299999999999999,0.44,1438,443,69,26,23,205,194,123,191,13,11,54,2
Career,"Laroque, Jonathan",OMA,33,2B,ML,1442,0.29499999999999998,0.37,0.46800000000000003,5441,1604,266,21,212,946,777,646,973,36,16,182,5
Career,"Larose, Davy",SUGR,31,1B,ML,631,0.26800000000000002,0.316,0.439,2233,599,95,17,84,313,329,157,422,2,5,83,5
Career,"Lasch, Joel",NORW,32,CF,ML,1057,0.26900000000000002,0.33,0.47799999999999998,4162,1118,259,42,176,672,623,382,1006,109,45,149,4
Career,"Lawrence, Ben",FRIS,30,C,ML,878,0.313,0.37,0.41499999999999998,3195,999,146,29,41,417,371,292,335,0,9,91,7
Career,"Leach, Zachary",PEOR,27,3B,ML,20,0.16200000000000001,0.27900000000000003,0.216,37,6,2,0,0,3,6,6,7,0,0,0,0
Career,"Lee, Nap",DAY,26,2B,ML,10,0.105,0.19,0.105,19,2,0,0,0,4,1,2,2,2,0,0,0
Career,"Lepaque, Francois",EDMO,37,LF,ML,1848,0.29399999999999998,0.35799999999999998,0.51200000000000001,7025,2064,415,10,366,1154,1180,705,1074,5,20,290,14
Career,"Lewis, Ren",OMA,35,CF,ML,1789,0.27100000000000002,0.35099999999999998,0.47399999999999998,6164,1673,188,16,342,1064,997,760,1353,120,75,116,11
Career,"Lin, Frank",ELP,29,LF,ML,279,0.27700000000000002,0.312,0.34300000000000003,636,176,20,5,4,88,77,33,46,24,23,33,1
Career,"Linsey, Wendell",MAHO,24,RF,ML,89,0.26600000000000001,0.29799999999999999,0.47499999999999998,301,80,20,2,13,40,53,14,54,0,0,12,0
Career,"Lippert, Maz",ALTO,36,CF,ML,1674,0.379,0.46100000000000002,0.52500000000000002,6598,2499,580,28,109,1440,861,1013,454,316,198,233,14
Career,"Lira, Mike",SCRN,27,CF,ML,32,0.28299999999999997,0.38900000000000001,0.32600000000000001,92,26,4,0,0,10,6,16,17,0,0,2,0
Career,"Lopez, Walt",LV,24,3B,ML,87,0.217,0.29799999999999999,0.40100000000000002,217,47,10,0,10,29,33,25,37,0,2,6,2
Career,"Lord, Ralph",LOUI,31,RF,ML,410,0.27700000000000002,0.32700000000000001,0.42799999999999999,1100,305,33,2,43,159,162,82,218,0,3,28,3
Career,"Lorts, Gary",OKC,31,1B,ML,757,0.28399999999999997,0.33700000000000002,0.47899999999999998,2810,797,110,7,142,427,511,227,632,9,12,127,7
Career,"Louissaint, Jerry",SF,27,C,ML,439,0.29699999999999999,0.34,0.50700000000000001,1598,474,90,18,70,263,300,104,180,60,28,58,3
Career,"Luther, Lucius",BANG,25,3B,ML,25,0.374,0.39400000000000002,0.47299999999999998,91,34,7,1,0,18,12,3,8,0,0,5,0
Career,"MacIntosh, Noodles",BANG,29,LF,ML,358,0.27200000000000002,0.32,0.372,551,150,18,2,11,124,75,39,56,74,15,8,0
Career,"Magby, Jose",CHES,30,RF,ML,945,0.29099999999999998,0.33200000000000002,0.46200000000000002,3554,1034,215,16,120,475,490,219,494,51,21,109,1
Career,"Maller, Timothy",SCRN,25,SS,ML,26,0.34300000000000003,0.40500000000000003,0.41899999999999998,105,36,3,1,1,17,10,11,7,0,0,7,0
Career,"Mann, Mark",MAIN,29,2B,ML,152,0.32,0.34300000000000003,0.39600000000000002,566,181,24,5,3,63,69,20,53,1,0,18,0
Career,"Manoogian, Deuce",BANG,31,LF,ML,1218,0.33200000000000002,0.379,0.52200000000000002,4715,1565,300,30,179,737,844,358,728,6,8,109,5
Career,"Manton, Dennis",PEOR,25,LF,ML,9,0.27600000000000002,0.41699999999999998,0.58599999999999997,29,8,0,0,3,6,6,7,5,1,0,2,0
Career,"Maple, Moshe",LAKE,26,3B,ML,213,0.29199999999999998,0.33100000000000002,0.45100000000000001,835,244,40,0,31,107,143,48,169,0,1,27,1
Career,"Marin, Cheech",OKC,30,1B,ML,794,0.28199999999999997,0.34499999999999997,0.436,2701,762,131,7,90,396,359,261,634,2,4,54,2
Career,"Marinucci, Izzy",MAHO,27,2B,ML,275,0.311,0.34899999999999998,0.47199999999999998,805,250,45,2,27,151,126,48,58,18,10,39,1
Career,"Marriott, Francis",LOUI,25,SS,ML,165,0.28999999999999998,0.34300000000000003,0.55800000000000005,520,151,28,3,35,93,93,42,87,6,1,18,1
Career,"Martin, Mario",SF,24,3B,ML,181,0.29599999999999999,0.34699999999999998,0.49399999999999999,702,208,34,3,33,99,131,55,114,3,5,24,1
Career,"Matchette, Paul",IDA,26,2B,ML,24,0.23499999999999999,0.29199999999999998,0.36699999999999999,98,23,4,0,3,16,7,8,14,0,0,5,0
Career,"Mauricio, Brian",SUGR,30,RF,ML,591,0.28299999999999997,0.33200000000000002,0.45800000000000002,1070,303,58,9,37,167,176,78,302,1,2,31,1
Career,"McCloud, Fox",CHES,30,SS,ML,1002,0.32900000000000001,0.373,0.45,4201,1382,280,32,55,714,459,297,388,114,62,92,3
Career,"McColl, Jerry",ALTO,31,C,ML,201,0.28199999999999997,0.32,0.371,418,118,29,1,2,47,40,23,17,0,3,21,1
Career,"McCray, Bill",ROME,32,1B,ML,680,0.26100000000000001,0.33,0.38600000000000001,2059,538,120,17,34,275,241,210,443,1,7,76,3
Career,"McDichael, Sleve",RICH,34,SS,ML,1492,0.29399999999999998,0.34699999999999998,0.47899999999999998,5775,1695,278,38,240,893,887,476,1108,5,11,187,11
Career,"McDonald, Ron",NORW,24,LF,ML,25,0.23599999999999999,0.29899999999999999,0.34799999999999998,89,21,5,1,1,11,14,8,13,5,2,5,1
Career,"McGaughy, Randall",TEX,36,SS,ML,1580,0.32100000000000001,0.33800000000000002,0.35599999999999998,5991,1926,171,19,0,767,529,154,617,175,94,98,7
Career,"McIntyre, George",FRIS,29,3B,ML,483,0.29799999999999999,0.33800000000000002,0.44500000000000001,1867,557,74,14,57,262,250,111,195,34,29,74,5
Career,"McMurray, Jim",LOUI,25,LF,ML,2,0.42899999999999999,0.42899999999999999,0.57099999999999995,7,3,1,0,0,1,0,0,2,0,0,0,0
Career,"McNett, Wesley",MAHO,28,2B,ML,550,0.29699999999999999,0.37,0.51500000000000001,2059,612,87,8,115,347,344,238,286,1,1,77,1
Career,"McNiell, Joe",SF,27,LF,ML,222,0.29799999999999999,0.36299999999999999,0.442,292,87,16,7,4,50,36,30,55,20,9,6,0
Career,"McPheron, Anthony",ROME,28,C,ML,81,0.311,0.34300000000000003,0.35,103,32,4,0,0,8,11,5,8,0,1,2,1
Career,"McWhorter, John",ERIE,26,3B,ML,370,0.27600000000000002,0.33900000000000002,0.56299999999999994,1418,391,100,2,101,269,295,136,370,1,1,28,1
Career,"Melching, Jose",PEOR,30,SS,ML,656,0.28399999999999997,0.36399999999999999,0.42499999999999999,2277,646,109,4,68,376,289,289,296,125,50,101,3
Career,"Mensick, Nemo",PEOR,31,2B,ML,1448,0.33600000000000002,0.41399999999999998,0.54900000000000004,5928,1991,527,11,239,1178,838,789,765,17,17,156,12
Career,"Micelli, Anthony",CHES,27,2B,ML,421,0.29799999999999999,0.34899999999999998,0.49199999999999999,1638,488,71,8,77,253,295,129,250,0,3,35,3
Career,"Michlin, Scott",LV,36,3B,ML,1705,0.34100000000000003,0.372,0.49199999999999999,7202,2454,542,13,173,1090,1120,364,331,12,15,391,10
Career,"Mills, Sterling",AUCK,28,RF,ML,370,0.29599999999999999,0.33400000000000002,0.39900000000000002,910,269,50,10,8,123,126,52,127,38,20,38,2
Career,"Moher, Douglas",PORT,34,CF,ML,1601,0.32700000000000001,0.40799999999999997,0.40500000000000003,6226,2034,320,52,21,1083,615,853,464,370,227,211,18
Career,"Moir, Stuart",CASP,25,3B,ML,1,0.25,0.25,0.25,4,1,0,0,0,0,2,0,0,0,0,1,0
Career,"Moizoos, Ibrahim",RICH,24,LF,ML,32,0.30499999999999999,0.371,0.438,105,32,8,0,2,15,16,11,20,1,1,4,1
Career,"Monterroso, Lawrence",ROME,29,2B,ML,396,0.28899999999999998,0.36299999999999999,0.42699999999999999,1197,346,51,6,34,148,164,139,367,2,3,35,3
Career,"Montgomery, Mayday",LAKE,32,CF,ML,1573,0.33500000000000002,0.41,0.60199999999999998,6295,2111,286,12,457,1312,1309,793,1003,7,11,241,10
Career,"Morena, Otto",TEX,31,3B,ML,990,0.29899999999999999,0.35299999999999998,0.49199999999999999,3717,1112,269,14,140,569,616,312,282,4,7,115,4
Career,"Morris, Lucien",ERIE,29,SS,ML,365,0.26700000000000002,0.317,0.42799999999999999,1143,305,60,5,38,147,145,84,212,0,1,32,1
Career,"Morris, Simon",NORW,29,1B,ML,371,0.25900000000000001,0.32900000000000001,0.34599999999999997,814,211,43,2,8,121,92,85,108,29,20,33,1
Career,"Moxie, Maxx",SUGR,27,3B,ML,183,0.27100000000000002,0.33500000000000002,0.496,669,181,32,4,37,102,116,65,129,1,0,16,0
Career,"Murakami, Munetaka",RICH,26,3B,ML,303,0.316,0.34200000000000003,0.49399999999999999,1160,366,85,4,38,177,162,47,134,14,8,59,4
Career,"Murray, Maximilian",ELP,26,C,ML,330,0.27700000000000002,0.33200000000000002,0.45,1204,333,44,6,51,189,181,100,312,32,26,31,2
Career,"Murrish, Lowell",FRIS,32,SS,ML,1142,0.28399999999999997,0.35899999999999999,0.45500000000000002,4206,1194,190,15,167,699,678,494,535,121,77,158,8
Career,"Naomi, Kyrie",MIDL,32,RF,ML,1093,0.29599999999999999,0.35599999999999998,0.48199999999999998,4180,1236,348,12,135,671,587,389,533,61,67,93,8
Career,"Newman, L.O.",PORT,27,C,ML,256,0.27400000000000002,0.30599999999999999,0.35499999999999998,434,119,12,4,5,57,56,20,41,0,0,23,0
Career,"Nieland, Alfonso",EDMO,25,CF,ML,38,0.3,0.33300000000000002,0.42899999999999999,140,42,6,3,2,21,20,7,12,13,4,3,0
Career,"Nienaber, Edmundo",SCRN,29,3B,ML,499,0.26300000000000001,0.35799999999999998,0.40400000000000003,1247,328,48,4,40,185,199,185,242,7,8,29,3
Career,"Nissen, George",IDA,34,RF,ML,1377,0.27400000000000002,0.35,0.47899999999999998,4628,1267,179,14,247,773,767,539,868,40,39,138,10
Career,"Ogg, Harold",LAKE,21,C,ML,6,0.33300000000000002,0.375,0.4,15,5,1,0,0,2,1,1,3,0,0,0,0
Career,"Ok, Jose",BANG,25,LF,ML,10,0.23499999999999999,0.23499999999999999,0.35299999999999998,17,4,2,0,0,0,4,0,2,0,0,1,0
Career,"Olvera, Tom",LAKE,33,CF,ML,1268,0.28000000000000003,0.38600000000000001,0.38900000000000001,4518,1265,193,17,89,729,484,784,782,33,25,140,4
Career,"Oplinger, Gary",PEOR,27,RF,ML,154,0.312,0.42499999999999999,0.47299999999999998,509,159,27,5,15,91,75,100,76,0,7,29,5
Career,"Outlaw, Dan",RICH,30,CF,ML,795,0.26700000000000002,0.33700000000000002,0.50700000000000001,2990,798,173,8,176,488,521,314,721,13,8,89,3
Career,"Padilla, Joe",SCRN,34,1B,ML,243,0.23,0.29099999999999998,0.30499999999999999,897,206,32,3,10,86,85,78,121,0,0,20,0
Career,"Paquin, Sol",CASP,27,1B,ML,286,0.29099999999999998,0.35899999999999999,0.40400000000000003,1010,294,46,7,18,118,127,107,179,1,4,42,3
Career,"Parker, Rene",LAKE,29,2B,ML,593,0.28499999999999998,0.35299999999999998,0.48599999999999999,2203,627,87,10,112,371,397,233,505,1,0,61,0
Career,"Pasha, Brandon",ALTO,33,1B,ML,1244,0.27900000000000003,0.32700000000000001,0.44900000000000001,4765,1331,247,15,177,654,729,334,645,2,11,181,8
Career,"Peck, Dean",SCRN,31,C,ML,916,0.317,0.34399999999999997,0.435,3191,1011,146,22,62,408,402,132,137,7,4,124,2
Career,"Peeples, Ed",WISC,28,C,ML,633,0.32700000000000001,0.432,0.55300000000000005,2364,774,173,3,118,452,420,434,408,1,8,89,7
Career,"Pendry, Brenton",WISC,36,1B,ML,2343,0.29699999999999999,0.37,0.54400000000000004,8814,2618,463,26,555,1510,1661,1021,2107,0,17,254,16
Career,"Pennant, George",NORW,26,SS,ML,195,0.318,0.38700000000000001,0.50900000000000001,800,254,65,20,16,139,95,91,159,5,4,30,2
Career,"Peralto, Sung",AUCK,24,SS,ML,46,0.34,0.36699999999999999,0.55300000000000005,141,48,10,1,6,28,42,6,25,9,5,4,0
Career,"Perry, John",ROME,27,2B,ML,651,0.29599999999999999,0.35699999999999998,0.434,2521,746,158,29,44,365,322,238,493,9,6,106,3
Career,"Peterson, Chubbs",MAIN,24,RF,ML,32,0.33100000000000002,0.38800000000000001,0.40699999999999997,118,39,6,0,1,14,14,11,10,0,2,2,1
Career,"Pickelsimer, Logan",MIDL,34,LF,ML,1222,0.28499999999999998,0.33100000000000002,0.438,4612,1313,358,16,105,590,613,318,665,25,21,183,6
Career,"Pierotti, Ben",MAIN,29,RF,ML,6,0.33300000000000002,0.46700000000000003,0.58299999999999996,12,4,0,0,1,2,4,3,3,0,0,1,0
Career,"Pinder, Clifford",BANG,27,RF,ML,43,0.313,0.378,0.433,67,21,4,2,0,10,5,7,9,0,0,0,0
Career,"Placencia, Jordan",FRIS,25,3B,ML,5,0,0.1,0,9,0,0,0,0,0,1,1,1,0,0,0,0
Career,"Pollard, Carlos",RICH,30,3B,ML,473,0.27200000000000002,0.32300000000000001,0.48,966,263,23,5,56,163,159,72,266,18,22,34,4
Career,"Pora, Jim",ERIE,27,RF,ML,89,0.27600000000000002,0.31900000000000001,0.435,239,66,10,2,8,33,39,15,57,0,1,10,1
Career,"Porter, Ham",PORT,29,C,ML,650,0.27900000000000003,0.371,0.52400000000000002,2368,660,87,4,162,383,488,348,462,0,1,84,1
Career,"Porth, Bob",MAIN,30,1B,ML,601,0.32800000000000001,0.38300000000000001,0.41499999999999998,2078,682,93,12,21,328,235,185,138,105,56,69,3
Career,"Press, Tomas",PORT,25,RF,ML,23,0.28599999999999998,0.35199999999999998,0.53100000000000003,49,14,1,1,3,9,7,5,14,0,1,1,0
Career,"Price, Manuel",CASP,24,3B,ML,18,0.38500000000000001,0.42899999999999999,0.61499999999999999,13,5,0,0,1,1,6,1,0,0,0,0,0
Career,"Pufnstuf, H.R.",FRIS,35,RF,ML,1716,0.28999999999999998,0.372,0.46,6302,1829,343,19,229,1016,948,826,1200,64,55,279,15
Career,"Quintanilla, Jason",FRIS,23,CF,ML,23,0.20499999999999999,0.26300000000000001,0.29499999999999998,88,18,5,0,1,8,12,7,10,0,1,3,1
Career,"Quinto, Marsh",CASP,26,C,ML,485,0.251,0.30199999999999999,0.36199999999999999,1547,388,65,4,33,185,181,113,154,4,6,32,2
Career,"Rawls, Toots",OKC,31,3B,ML,1097,0.30399999999999999,0.36599999999999999,0.52400000000000002,4275,1299,163,22,244,691,794,420,662,6,11,132,10
Career,"Ray, Irv",DAY,30,2B,ML,1196,0.313,0.35,0.47599999999999998,4683,1465,313,6,146,653,700,270,263,38,30,227,6
Career,"Redmond, Bill",CHES,30,CF,ML,544,0.26100000000000001,0.311,0.35699999999999998,790,206,29,7,11,119,70,58,55,33,14,29,1
Career,"Reeve, Eric",OMA,32,C,ML,897,0.25600000000000001,0.33900000000000002,0.502,3297,845,156,6,214,575,612,415,801,4,6,116,4
Career,"Rice, Andrew",CHES,39,2B,ML,2671,0.30299999999999999,0.379,0.51400000000000001,9993,3032,583,22,491,1681,1802,1223,1139,6,14,297,10
Career,"Rice, Antonio",FRIS,29,3B,ML,256,0.27100000000000002,0.32600000000000001,0.44400000000000001,790,214,50,0,29,120,119,64,129,0,2,27,2
Career,"Richard, Rich",PORT,33,2B,ML,1102,0.28000000000000003,0.35299999999999998,0.47,4217,1179,170,4,208,677,742,479,749,2,7,170,6
Career,"Richards, Roy",PEOR,26,C,ML,72,0.251,0.26700000000000002,0.35499999999999998,231,58,15,0,3,23,19,5,14,1,1,17,1
Career,"Riggleman, Gary",LAKE,30,C,ML,740,0.28199999999999997,0.35099999999999998,0.37,2170,611,104,3,27,351,241,231,271,7,7,111,4
Career,"Rivera, Mike",CASP,31,1B,ML,710,0.33200000000000002,0.36499999999999999,0.47499999999999998,2807,932,219,7,56,399,302,147,178,1,7,128,6
Career,"Robinson, Raul",FRIS,35,C,ML,1275,0.26300000000000001,0.33900000000000002,0.48199999999999998,4320,1136,134,32,249,680,719,496,901,1,8,148,8
Career,"Rowley, Charles",SCRN,30,2B,ML,727,0.26700000000000002,0.32800000000000001,0.45800000000000002,2175,580,108,21,89,335,340,199,487,0,3,84,2
Career,"Rudel, Richard",ROCK,28,RF,ML,282,0.28599999999999998,0.35099999999999998,0.38800000000000001,706,202,38,2,10,106,77,71,79,20,11,30,1
Career,"Rudolph, Heath",CASP,34,1B,ML,1086,0.31,0.38300000000000001,0.42099999999999999,3833,1187,218,15,60,573,492,453,457,2,8,146,3
Career,"Ruel, Muddy",ROCK,32,3B,ML,1162,0.312,0.38200000000000001,0.499,4329,1350,248,25,171,656,740,492,687,0,8,170,8
Career,"Ruelas, Samuel",TEX,36,LF,ML,1336,0.30099999999999999,0.36899999999999999,0.48799999999999999,4793,1441,201,34,209,791,826,517,603,12,15,143,9
Career,"Ruiz, Pedro",CASP,24,2B,ML,83,0.26300000000000001,0.32200000000000001,0.38700000000000001,243,64,7,1,7,34,26,21,36,0,1,4,1
Career,"Ruppel, Kyle",ROCK,35,C,ML,1913,0.26800000000000002,0.36,0.53400000000000003,6980,1874,273,0,527,1321,1310,992,1846,1,13,172,13
Career,"Ryder, Jesse",AUCK,29,1B,ML,1000,0.316,0.38700000000000001,0.56699999999999995,3913,1238,291,13,221,675,790,451,876,6,9,193,6
Career,"Ryerson, Ned",FRIS,35,1B,ML,1720,0.29299999999999998,0.38500000000000001,0.499,6118,1791,241,24,325,1002,1105,917,1055,2,17,220,17
Career,"Sadler, Benito",WISC,37,3B,ML,1980,0.29399999999999998,0.35399999999999998,0.48499999999999999,7838,2305,388,35,346,1226,1358,726,871,8,26,325,20
Career,"Salazar, Pedro",CHES,27,1B,ML,506,0.313,0.36099999999999999,0.55700000000000005,2074,650,160,24,99,354,390,154,335,0,2,76,1
Career,"Sanchez, Roger",ROCK,32,1B,ML,1245,0.30299999999999999,0.35799999999999998,0.53300000000000003,4698,1424,311,49,223,761,868,404,764,1,6,176,6
Career,"Sanderman, Will",OMA,31,LF,ML,551,0.30399999999999999,0.36399999999999999,0.47299999999999998,1939,589,103,17,64,269,302,183,285,0,3,87,3
Career,"Sanders, Jose",ELP,29,3B,ML,716,0.30199999999999999,0.376,0.40400000000000003,2735,827,144,11,37,388,315,323,244,1,6,157,3
Career,"Schindler, Jimmy",ALTO,35,SS,ML,1432,0.30199999999999999,0.35699999999999998,0.40899999999999997,4976,1504,268,32,67,696,628,426,813,27,32,192,7
Career,"Scott, Dave",BANG,28,CF,ML,628,0.30499999999999999,0.33900000000000002,0.48,2324,709,131,10,85,361,361,118,381,86,47,70,4
Career,"Scott, Rogelio",NORW,25,3B,ML,150,0.309,0.35099999999999998,0.40400000000000003,230,71,17,1,1,36,27,15,24,9,10,6,0
Career,"Seay, Jim",AUCK,29,3B,ML,282,0.30499999999999999,0.34300000000000003,0.35199999999999998,383,117,14,2,0,64,43,22,31,26,15,9,1
Career,"Sehnert, Jack",EDMO,36,C,ML,1763,0.27700000000000002,0.33800000000000002,0.375,5396,1492,199,23,95,691,687,499,714,129,91,189,6
Career,"Selleck, John",MIDL,28,CF,ML,255,0.33400000000000002,0.35899999999999999,0.40100000000000002,583,195,26,5,1,100,67,22,40,23,11,25,2
Career,"Sharko, Bryan",BANG,28,SS,ML,795,0.28799999999999998,0.35799999999999998,0.41699999999999998,3076,885,157,19,68,518,371,335,561,246,93,76,7
Career,"Sheladia, Bill",OMA,34,1B,ML,1853,0.27500000000000002,0.35099999999999998,0.52,6931,1909,301,18,452,1201,1321,806,1594,0,6,164,5
Career,"Shelor Jr, Minh",PORT,32,3B,ML,1327,0.314,0.34300000000000003,0.42199999999999999,4771,1500,253,15,76,615,571,211,355,59,46,229,3
Career,"Shelton, Lawrence",IDA,30,SS,ML,362,0.26200000000000001,0.30399999999999999,0.43,1025,269,32,7,42,126,142,61,201,0,3,24,2
Career,"Sherretts, Brock",AUCK,28,2B,ML,1040,0.32,0.35499999999999998,0.44700000000000001,4256,1363,321,3,71,615,529,229,587,86,62,165,6
Career,"Silva, Anthony",LAKE,31,RF,ML,1062,0.3,0.38100000000000001,0.47299999999999998,4069,1221,191,22,156,738,625,532,481,6,7,133,7
Career,"Singer, Ron",ALTO,25,2B,ML,8,0.28999999999999998,0.371,0.58099999999999996,31,9,3,0,2,7,6,4,5,0,0,1,0
Career,"Sirin, Michael",SF,23,RF,ML,155,0.26700000000000002,0.34100000000000003,0.44500000000000001,506,135,25,4,19,79,75,57,74,16,13,20,2
Career,"Sittloh, Jacob",MAHO,31,CF,ML,691,0.313,0.36,0.49099999999999999,2747,859,126,7,117,428,467,202,346,0,3,105,3
Career,"Sloan, Anthony (2)",ERIE,31,CF,ML,976,0.30599999999999999,0.38800000000000001,0.38400000000000001,2484,760,119,12,17,381,297,334,213,119,75,80,10
Career,"Slusarski, Dan",ALTO,30,2B,ML,798,0.29499999999999998,0.36099999999999999,0.49099999999999999,3139,925,165,29,131,504,550,327,331,22,16,112,4
Career,"Snider, Jack",ROME,26,CF,ML,147,0.312,0.372,0.51100000000000001,507,158,26,3,23,86,83,49,91,1,4,16,0
Career,"Snow, Jon",NORW,28,LF,ML,792,0.29399999999999998,0.33800000000000002,0.53800000000000003,3115,916,319,30,127,508,570,209,522,4,9,117,8
Career,"Sockwell, Sam",MAHO,26,CF,ML,6,0.28599999999999998,0.31,0.60699999999999998,28,8,0,0,3,5,5,1,6,0,0,0,0
Career,"Soules, John",RICH,24,SS,ML,7,7.0999999999999994E-2,7.0999999999999994E-2,7.0999999999999994E-2,14,1,0,0,0,0,0,0,2,0,0,0,0
