Period,Name,Team,Age,Pos,Level,ERA,W,L,SV,BS,G,GS,CG,SHO,IP,K,BB,H,2B,3B,HR,SB,CS,BK,WP,PO,R,ER,AVG,OBP,SLG
Career,"Hodgman, Jim",ALTO,33,P,ML,5.01,29,28,29,11,369,0,0,0,623,272,160,727,129,16,90,26,19,4,40,0,384,347,0.28000000000000003,0.32200000000000001,0.44600000000000001
Career,"Hoelscher, Herman",WISC,27,P,ML,6.6,40,50,0,0,136,134,6,1,682.67,322,213,896,177,16,107,34,17,2,44,0,513,501,0.30399999999999999,0.35099999999999998,0.48399999999999999
Career,"Hoey, Marty",ROME,29,P,ML,6.42,16,26,38,10,150,30,2,2,300,158,113,367,73,10,57,7,7,3,10,0,221,214,0.28999999999999998,0.34799999999999998,0.498
Career,"Holey, Ken",AUCK,32,P,ML,5.13,35,33,15,11,313,70,1,1,743.33,471,391,814,157,23,114,23,16,4,44,0,464,424,0.26700000000000002,0.35099999999999998,0.44600000000000001
Career,"Holliday, Doc",ROME,34,P,ML,5.21,80,103,39,9,334,259,17,7,1532,1553,589,1551,448,36,295,37,25,7,74,0,928,887,0.252,0.318,0.48099999999999998
Career,"Holt, Raymond",SF,31,P,ML,5.5,61,59,12,6,289,167,3,1,1112.33,765,473,1335,193,16,150,70,31,6,70,0,728,680,0.28599999999999998,0.35099999999999998,0.43
Career,"Horn, Lamar",CHES,31,P,ML,5.69,11,14,2,4,95,15,2,1,197.67,115,73,232,34,5,29,5,6,1,8,0,130,125,0.28100000000000003,0.34,0.44
Career,"Horner, Jeffrey",TEX,35,P,ML,4.1500000000000004,90,58,38,34,632,16,0,0,1399,786,467,1484,190,16,117,37,19,5,78,0,680,645,0.26100000000000001,0.317,0.36199999999999999
Career,"Horsfall, Ray",ERIE,31,P,ML,4.8600000000000003,55,61,0,0,176,168,5,4,919.33,671,346,1002,197,18,120,10,11,7,42,0,541,496,0.26600000000000001,0.32800000000000001,0.42399999999999999
Career,"Hougham, Brian",MIDL,25,P,ML,3.38,1,0,1,1,6,0,0,0,5.33,6,2,6,2,0,0,0,0,0,2,0,2,2,0.27300000000000002,0.33300000000000002,0.36399999999999999
Career,"Hughes, John",ERIE,27,P,ML,4.84,4,6,4,3,74,0,0,0,115.33,69,39,125,28,4,13,1,2,1,14,0,65,62,0.26500000000000001,0.32200000000000001,0.42499999999999999
Career,"Huhn, Linc",ROCK,24,P,ML,6.87,1,6,0,0,8,8,0,0,38,33,23,56,9,0,9,1,1,1,6,0,34,29,0.32900000000000001,0.40899999999999997,0.54100000000000004
Career,"Humphreys, Rene",ERIE,27,P,ML,5.61,11,8,0,0,94,9,2,1,154,52,35,208,22,4,15,9,6,1,12,0,106,96,0.31,0.34499999999999997,0.42199999999999999
Career,"Illie, Jesus",SCRN,30,P,ML,4.24,18,28,159,37,274,0,0,0,335.33,180,126,347,69,5,32,15,7,3,18,0,166,158,0.25600000000000001,0.32,0.38600000000000001
Career,"Jackson, Arthur",CASP,27,P,ML,4.21,35,43,0,0,105,105,10,4,626,382,285,600,102,8,60,16,14,4,24,0,313,293,0.24199999999999999,0.32,0.36199999999999999
Career,"James, Matt (3)",CHES,27,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
Career,"Jankauskas, Bradley",RICH,29,P,ML,4.53,24,21,136,25,269,0,0,0,304,192,118,270,75,5,46,10,2,4,14,0,165,153,0.22800000000000001,0.29799999999999999,0.41699999999999998
Career,"Janousek, Shawn",RICH,34,P,ML,4.0599999999999996,128,85,2,0,327,320,27,12,2036.33,1542,521,2044,414,32,273,94,54,10,84,0,981,918,0.251,0.29599999999999999,0.41
Career,"Jin, Christoper",AUCK,29,P,ML,6.53,11,8,6,4,98,0,0,0,124,91,42,142,37,3,27,10,4,2,8,0,91,90,0.27600000000000002,0.33100000000000002,0.51800000000000002
Career,"Jones, Shorty",EDMO,35,P,ML,4.7699999999999996,40,51,68,39,557,12,0,0,960,523,288,1134,138,16,107,53,27,1,52,0,545,509,0.28299999999999997,0.33100000000000002,0.40500000000000003
Career,"Kalka, Brad",FRIS,28,P,ML,4.8499999999999996,33,37,0,0,100,100,0,0,512.66999999999996,344,232,564,69,9,60,14,11,3,30,0,301,276,0.26800000000000002,0.34100000000000003,0.39500000000000002
Career,"Kampen, Clarence",SF,26,P,ML,5.63,16,21,0,1,79,64,1,0,350,173,131,445,85,4,46,13,14,2,44,0,237,219,0.29799999999999999,0.35399999999999998,0.45200000000000001
Career,"Karue, Wally",LV,36,P,ML,4.2,85,83,24,22,492,166,2,2,1660.33,1338,673,1709,243,34,154,95,52,9,102,0,852,774,0.255,0.32400000000000001,0.371
Career,"Keefner, Jerry",DAY,31,P,ML,4.3600000000000003,40,39,33,25,386,0,0,0,687.33,559,312,658,126,8,83,22,16,2,42,0,366,333,0.24199999999999999,0.32,0.38600000000000001
Career,"Kirigaya, Kazuto",AUCK,36,P,ML,4.33,141,78,1,2,369,356,12,7,2068.33,874,684,2486,190,17,113,191,111,8,96,0,1078,996,0.28599999999999998,0.33800000000000002,0.35099999999999998
Career,"Kirwan, Tom",SCRN,23,P,ML,9.82,0,0,0,0,4,0,0,0,7.33,6,4,15,4,1,0,0,0,0,0,0,8,8,0.40500000000000003,0.46300000000000002,0.56799999999999995
Career,"Knight, Francisco",ROCK,28,P,ML,5.39,14,30,5,3,133,64,0,0,404,281,176,481,85,8,45,5,13,4,26,0,263,242,0.28399999999999997,0.35199999999999998,0.42399999999999999
Career,"Koch, Andrew",OMA,27,P,ML,5,0,1,0,1,9,0,0,0,9,7,3,9,1,1,1,0,1,0,0,0,6,5,0.25,0.308,0.41699999999999998
Career,"Korpal, Dwayne",OMA,26,P,ML,5.92,0,1,1,1,12,0,0,0,24.33,15,3,29,8,0,3,1,2,0,0,0,17,16,0.28399999999999997,0.30499999999999999,0.45100000000000001
Career,"Kosmicki, Pete",NORW,25,P,ML,6.29,12,16,0,0,46,46,0,0,229,120,91,313,48,6,31,3,1,0,18,0,169,160,0.313,0.37,0.46600000000000003
Career,"Kruse, Shawn",DAY,25,P,ML,4.5599999999999996,16,17,0,0,49,49,0,0,266.33,329,174,231,50,3,32,3,6,3,18,0,154,135,0.224,0.33600000000000002,0.372
Career,"Kulp, John",ELP,27,P,ML,1.42,0,0,0,0,4,0,0,0,6.33,1,2,5,1,0,0,1,0,0,0,0,1,1,0.20799999999999999,0.26900000000000002,0.25
Career,"Labuda, Fred",SUGR,31,P,ML,6.3,16,10,13,5,147,13,0,0,274.33,246,98,323,69,6,53,6,4,0,22,0,201,192,0.28199999999999997,0.33800000000000002,0.49099999999999999
Career,"Lafitte, Pierre",ROCK,33,P,ML,4.58,88,76,16,8,347,224,13,10,1535.33,1004,557,1619,283,33,168,33,31,7,88,0,840,781,0.26,0.32100000000000001,0.39700000000000002
Career,"Lapeyrolerie, Chris",ROME,31,P,ML,5.74,25,38,14,14,281,31,0,0,483,160,236,588,111,10,65,27,11,2,32,0,332,308,0.28899999999999998,0.36299999999999999,0.44900000000000001
Career,"Lauro, Moses",MIDL,28,P,ML,4.34,15,6,14,5,119,0,0,0,182.33,97,99,188,32,3,12,17,2,2,10,0,96,88,0.25600000000000001,0.34399999999999997,0.35599999999999998
Career,"Lawrence, Mark",EDMO,33,P,ML,5,79,109,1,0,291,281,22,7,1649,734,666,1921,256,32,185,41,38,10,110,0,1015,916,0.28000000000000003,0.34300000000000003,0.40699999999999997
Career,"Lawson, John",MAHO,29,P,ML,5.59,16,9,11,6,114,10,0,0,198,167,72,254,31,5,38,4,5,0,8,0,132,123,0.3,0.35399999999999998,0.48199999999999998
Career,"Leclerc, Alvin",FRIS,27,P,ML,1.54,0,0,0,0,9,0,0,0,23.33,11,8,19,6,1,1,1,2,1,0,0,5,4,0.21299999999999999,0.27800000000000002,0.33700000000000002
Career,"Lee, Brodie",OKC,27,P,ML,4.9400000000000004,19,20,32,9,228,0,0,0,364.33,205,133,380,68,7,45,16,13,3,16,0,212,200,0.25800000000000001,0.31900000000000001,0.40500000000000003
Career,"Leider, Benito",FRIS,34,P,ML,4.87,44,43,17,8,280,67,0,0,636.33000000000004,386,250,683,113,11,73,12,3,2,40,0,377,344,0.26400000000000001,0.32800000000000001,0.4
Career,"Lemon, Floyd",LV,37,P,ML,4.93,90,87,35,27,589,140,7,2,1526.67,1064,652,1615,396,43,218,54,29,9,74,0,894,837,0.26100000000000001,0.33100000000000002,0.44400000000000001
Career,"Lewis, Murray",RICH,36,P,ML,4.08,179,112,0,0,389,389,46,23,2473,2145,1019,2506,305,26,222,125,80,16,128,0,1217,1121,0.252,0.32200000000000001,0.35599999999999998
Career,"Leyua, Christopher",EDMO,27,P,ML,3.99,27,29,2,1,102,83,8,3,507,312,152,518,83,7,54,5,4,3,28,0,240,225,0.254,0.30599999999999999,0.38100000000000001
Career,"Little, Omar",LOUI,36,P,ML,4.9400000000000004,62,68,58,41,520,68,0,0,1106.67,653,359,1338,198,14,121,44,33,6,62,0,674,608,0.28699999999999998,0.33800000000000002,0.41399999999999998
Career,"Lou, Captain",PORT,28,P,ML,4.41,41,38,1,1,122,104,7,4,659.33,207,175,707,152,9,76,12,8,2,38,0,351,323,0.26300000000000001,0.308,0.41199999999999998
Career,"Lowery, Scott",OMA,28,P,ML,5.35,11,23,19,6,158,24,1,1,328.33,222,116,378,77,9,60,17,16,0,24,0,211,195,0.27700000000000002,0.33400000000000002,0.47899999999999998
Career,"Lucas, Charlie",AUCK,30,P,ML,5.39,44,38,0,0,152,125,6,3,754.67,564,212,902,181,21,125,10,3,0,40,0,479,452,0.28499999999999998,0.33,0.47399999999999998
Career,"Maasch, Butch",MAIN,37,P,ML,4.34,140,124,0,0,378,375,29,16,2261.33,1701,660,2361,441,40,278,103,77,14,116,0,1180,1090,0.25800000000000001,0.308,0.40600000000000003
Career,"Maker, Henry",PEOR,33,P,ML,3.23,123,59,44,23,537,48,1,1,1594.33,1296,512,1413,232,22,135,65,49,5,90,0,619,573,0.22800000000000001,0.28699999999999998,0.33800000000000002
Career,"Malone, Carl",LOUI,32,P,ML,5.01,80,59,0,0,230,230,5,4,1199.33,369,590,1321,156,23,111,93,41,4,76,0,700,668,0.26900000000000002,0.34699999999999998,0.377
Career,"Marshak, Jack",ROCK,32,P,ML,4.54,67,65,0,0,219,216,2,1,1159.67,751,490,1249,207,14,119,40,31,8,54,0,630,585,0.26400000000000001,0.33300000000000002,0.38900000000000001
Career,"Marshall, Gilbert",IDA,28,P,ML,5.23,16,21,7,6,132,29,2,2,325.33,146,126,362,80,8,40,16,10,1,32,0,202,189,0.27100000000000002,0.33300000000000002,0.432
Career,"Martinez, Will",MIDL,34,P,ML,4.95,48,63,27,16,334,118,3,1,997.33,488,418,988,239,22,154,30,21,6,62,0,603,549,0.248,0.32,0.435
Career,"Maru, Piper",ROME,30,P,ML,5.09,9,15,35,17,195,0,0,0,281.33,232,83,310,61,5,45,11,8,0,14,0,167,159,0.26900000000000002,0.318,0.44700000000000001
Career,"Maruyama, Roosevelt (205)",FRIS,30,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
Career,"Mayner, Jose",BANG,30,P,ML,4.37,41,37,23,6,228,97,3,1,745.33,244,164,850,118,8,85,32,22,3,34,0,395,362,0.27500000000000002,0.312,0.40100000000000002
Career,"McCants, Ronald",MAIN,31,P,ML,4.8099999999999996,30,42,173,40,430,0,0,0,550,433,180,596,113,9,73,17,23,2,32,0,305,294,0.26500000000000001,0.32,0.42099999999999999
Career,"McCollum, Benji",SUGR,26,P,ML,4.5,41,33,0,0,107,105,11,3,636,453,252,663,113,13,55,19,16,2,32,0,341,318,0.25800000000000001,0.32400000000000001,0.376
Career,"McCranie, Ed",WISC,29,P,ML,4.1500000000000004,68,39,0,4,177,162,11,7,1017,678,329,1049,171,17,119,36,31,7,46,0,492,469,0.25600000000000001,0.311,0.39300000000000002
Career,"McDonald, Mike",ELP,31,P,ML,4.4000000000000004,91,88,1,2,273,232,19,8,1508,1019,426,1601,288,30,191,36,33,8,82,0,795,737,0.26100000000000001,0.309,0.41199999999999998
Career,"McIntyre, Turk (230)",NORW,29,P,ML,7.27,7,9,7,1,77,24,0,0,193,96,93,239,44,4,38,0,0,0,12,0,164,156,0.29199999999999998,0.36399999999999999,0.495
Career,"McKinney, Jason",SUGR,27,P,ML,4.66,1,3,4,1,66,0,0,0,106.33,46,42,97,29,2,10,8,3,3,10,0,58,55,0.23300000000000001,0.30299999999999999,0.38500000000000001
Career,"McMichael, Mongo",TEX,35,P,ML,4.7300000000000004,73,64,35,25,444,109,0,0,1154,664,496,1226,246,17,151,19,21,2,90,0,676,606,0.26200000000000001,0.33200000000000002,0.41799999999999998
Career,"McMichael, Will",ELP,28,P,ML,4.55,23,22,18,7,161,37,0,0,393.33,198,123,421,65,5,48,15,10,0,26,0,207,199,0.26300000000000001,0.316,0.4
Career,"McPherson, Brandon",TEX,35,P,ML,4.76,111,107,14,8,535,262,15,4,1997.67,1308,769,2294,309,28,217,93,60,19,116,0,1116,1056,0.27700000000000002,0.33800000000000002,0.39900000000000002
Career,"Meinhof, Baader",ROME,27,P,ML,5.95,10,13,0,0,48,48,1,1,234.33,146,90,289,54,6,24,7,2,0,12,0,167,155,0.29099999999999998,0.35,0.43
Career,"Mello, Darryl",AUCK,30,P,ML,4.59,51,33,19,20,413,0,0,0,848.33,523,294,887,196,25,114,38,29,4,58,0,461,433,0.25800000000000001,0.317,0.43
Career,"Meylan, Rudy",MIDL,24,P,ML,2.7,2,0,0,0,5,0,0,0,10,8,1,7,2,0,1,0,0,0,0,0,3,3,0.189,0.21099999999999999,0.32400000000000001
Career,"Miller, Arthur",SUGR,29,P,ML,4.82,59,47,3,0,173,166,2,2,889.33,268,183,1103,161,13,100,73,24,3,44,0,513,476,0.29199999999999998,0.32500000000000001,0.42199999999999999
Career,"Milliron, Otis",LAKE,25,P,ML,3.38,0,1,4,2,16,0,0,0,21.33,8,6,17,5,1,2,0,0,0,0,0,8,8,0.21,0.26400000000000001,0.37
Career,"Monk, Adrian",EDMO,39,P,ML,4.4400000000000004,149,120,3,6,471,372,24,15,2348.67,1002,1002,2474,362,26,221,97,79,11,148,0,1260,1158,0.26,0.33,0.373
Career,"Montiel, Alfredo",EDMO,24,P,ML,1.59,1,1,1,0,9,0,0,0,11.33,6,4,9,1,0,1,1,0,0,0,0,3,2,0.20899999999999999,0.27700000000000002,0.30199999999999999
Career,"Moody, Dave",ELP,26,P,ML,4.58,12,19,0,0,39,39,2,0,218.33,146,82,241,40,4,22,15,7,0,12,0,113,111,0.26900000000000002,0.33,0.39600000000000002
Career,"Morales, Alton",RICH,26,P,ML,5.0599999999999996,15,12,1,1,79,41,0,0,268.67,85,89,353,26,4,24,10,4,2,28,0,169,151,0.30499999999999999,0.35399999999999998,0.39600000000000002
Career,"Morgan, Alan",ERIE,32,P,ML,5.38,60,63,0,1,195,181,13,7,1025.67,588,421,1176,221,25,132,29,25,4,80,0,665,613,0.27700000000000002,0.34200000000000003,0.433
Career,"Morgan, Mac",PORT,35,P,ML,4.3,98,96,6,3,323,294,13,12,1792.67,1060,459,1937,306,23,168,105,37,7,74,0,932,857,0.26500000000000001,0.308,0.38200000000000001
Career,"Mrazek, Jeffrey",DAY,35,P,ML,4.5999999999999996,95,103,3,8,377,291,8,3,1775.67,740,600,2128,223,12,146,118,67,9,98,0,994,908,0.28499999999999998,0.33900000000000002,0.377
Career,"Muniz, Ernesto",ROME,32,P,ML,4.63,22,22,14,6,173,19,1,0,330.67,262,88,385,59,9,42,12,13,1,16,0,177,170,0.28000000000000003,0.32300000000000001,0.42699999999999999
Career,"Murray, Matthew",IDA,25,P,ML,6.03,6,7,21,10,58,0,0,0,68.67,26,23,90,7,2,8,10,5,2,8,0,51,46,0.30399999999999999,0.35399999999999998,0.42199999999999999
Career,"Nelson, Glenn",ELP,31,P,ML,4.2300000000000004,18,13,21,9,259,0,0,0,410.33,249,147,425,69,4,46,21,10,3,12,0,211,193,0.25700000000000001,0.317,0.38600000000000001
Career,"Nguyen, Richard",SF,31,P,ML,5.01,76,62,2,1,209,194,18,5,1188.33,657,365,1385,252,21,163,44,21,3,52,0,704,661,0.28000000000000003,0.32900000000000001,0.438
Career,"Nimmons, Don (3)",TEX,29,P,DL,99.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0.999,0.999
Career,"Nixon, Brian (16)",MAIN,28,P,ML,5.36,12,11,3,2,112,26,0,0,253.33,156,72,322,33,6,30,18,7,0,4,0,154,151,0.29799999999999999,0.34100000000000003,0.42199999999999999
Career,"Oestreich, Javier",MAIN,30,P,ML,5.23,38,52,1,4,170,124,3,2,716.33,632,303,790,146,14,104,28,18,6,34,0,450,416,0.26900000000000002,0.33700000000000002,0.434
Career,"Olivas, Paul",SF,27,P,ML,12.6,0,4,2,3,13,0,0,0,15,15,9,26,7,1,3,0,0,0,0,0,21,21,0.36599999999999999,0.438,0.62
Career,"Opal, Paul",LAKE,35,P,ML,4.57,20,17,32,11,285,0,0,0,402,155,176,426,84,10,42,32,15,6,20,0,243,204,0.26100000000000001,0.33300000000000002,0.40200000000000002
Career,"Orscheln, Harry",CASP,35,P,ML,4.08,45,27,14,14,419,0,0,0,773.67,502,289,813,130,13,78,33,28,2,48,0,395,351,0.25900000000000001,0.32200000000000001,0.38400000000000001
Career,"Pabey, Harold",EDMO,32,P,ML,5.47,42,50,13,10,261,95,0,0,694,506,273,822,127,19,106,41,26,2,38,0,464,422,0.28299999999999997,0.34499999999999997,0.44900000000000001
Career,"Padley, Charlie",PORT,28,P,ML,2.92,3,2,12,0,59,2,0,0,92.33,48,48,80,11,2,4,1,1,2,6,0,31,30,0.224,0.316,0.3
Career,"Palacios, Guillermo",SCRN,29,P,ML,5.58,12,24,3,2,63,43,1,1,243.67,139,134,283,55,5,34,18,6,1,12,0,159,151,0.27900000000000003,0.36299999999999999,0.44400000000000001
Career,"Papaleo, Bob",ERIE,34,P,ML,4.9000000000000004,84,89,7,3,314,272,11,9,1512.33,816,727,1703,231,25,184,112,57,8,98,0,886,823,0.27300000000000002,0.34899999999999998,0.40600000000000003
Career,"Patel, Nolan",TEX,35,P,ML,4.87,48,49,69,35,548,0,0,0,944.67,699,416,995,191,13,134,49,34,11,74,0,559,511,0.26,0.33200000000000002,0.42199999999999999
Career,"Patel, Pi",NORW,27,P,ML,4.76,28,22,0,0,72,72,8,1,461.33,301,151,489,110,9,56,6,4,3,20,0,247,244,0.26100000000000001,0.316,0.41899999999999998
Career,"Pearson, Erik",CASP,29,P,ML,4.5999999999999996,15,13,1,0,54,39,2,2,246.33,153,101,253,53,3,27,15,12,2,10,0,133,126,0.255,0.32400000000000001,0.39600000000000002
Career,"Pederson, Jim",MIDL,29,P,ML,3.94,19,15,28,9,235,0,0,0,470.67,175,158,500,74,7,48,18,16,1,26,0,224,206,0.26200000000000001,0.318,0.38300000000000001
Career,"Peiper, Ira",ALTO,28,P,ML,5.1100000000000003,5,7,4,2,105,0,0,0,153.33000000000001,63,50,175,34,3,20,12,1,1,4,0,97,87,0.27600000000000002,0.32800000000000001,0.433
Career,"Pena, Walter",MAHO,30,P,ML,4.51,41,32,2,1,133,102,6,1,655,419,190,715,117,10,70,35,19,3,26,0,342,328,0.26700000000000002,0.315,0.39600000000000002
Career,"Pennypacker, H.E.",WISC,35,P,ML,5.08,91,112,2,0,359,329,9,3,1821.33,927,539,2184,431,41,251,59,43,9,106,0,1117,1029,0.28599999999999998,0.33300000000000002,0.45100000000000001
Career,"Peregrino, Antoine",ROCK,31,P,ML,5.49,10,14,21,9,199,0,0,0,285,191,69,344,62,8,45,6,5,1,20,0,179,174,0.28699999999999998,0.32600000000000001,0.46500000000000002
Career,"Perez, Rube",ROCK,32,P,ML,3.13,9,2,3,2,99,0,0,0,115,34,34,111,12,3,9,4,3,0,12,0,44,40,0.24299999999999999,0.29599999999999999,0.34200000000000003
Career,"Perrins, Jesus",SF,27,P,ML,6.06,14,16,11,9,141,0,0,0,243.67,163,115,297,63,5,35,8,7,1,10,0,173,164,0.28899999999999998,0.36,0.46200000000000002
Career,"Perry, Cody",OMA,35,P,ML,4.71,14,12,5,5,104,34,1,1,233,124,54,277,51,3,33,9,7,1,12,0,133,122,0.28399999999999997,0.32100000000000001,0.44400000000000001
Career,"Philbrook, Randy",SCRN,27,P,ML,3.9,10,15,11,6,142,0,0,0,274.33,144,118,310,49,2,31,11,9,1,14,0,138,119,0.27400000000000002,0.34200000000000003,0.40200000000000002
Career,"Pinto, Merle",LOUI,34,P,ML,5.12,40,37,67,28,466,2,0,0,728,327,306,855,111,14,83,17,23,2,54,0,445,414,0.28100000000000003,0.34699999999999998,0.40899999999999997
Career,"Piper, Colin",FRIS,34,P,ML,5.69,77,93,12,6,328,263,9,5,1503.33,985,415,1798,416,34,263,67,46,3,82,0,1009,951,0.28499999999999998,0.32900000000000001,0.48699999999999999
Career,"Pippenger, Wesley",AUCK,33,P,ML,5.04,87,86,2,2,313,248,18,8,1486.67,533,535,1791,251,17,175,14,28,9,88,0,892,833,0.28699999999999998,0.34300000000000003,0.41599999999999998
Career,"Pov, Trevor",AUCK,35,P,ML,5.04,42,35,212,68,552,0,0,0,668.33,495,176,748,175,13,131,38,17,3,40,0,400,374,0.27200000000000002,0.315,0.48699999999999999
Career,"Quinn, Jack",MAIN,29,P,ML,4.41,55,42,0,1,163,153,3,3,847.33,522,187,936,184,17,106,32,12,4,42,0,437,415,0.26900000000000002,0.30599999999999999,0.42299999999999999
Career,"Ramsey, John",NORW,31,P,ML,3.46,35,40,126,35,387,0,0,0,657.67,377,216,619,63,9,56,66,36,3,30,0,276,253,0.23899999999999999,0.29699999999999999,0.33500000000000002
Career,"Ranft, Lenny",OMA,33,P,ML,5.15,57,63,14,12,314,155,2,1,1078.67,1231,462,1007,288,23,199,39,26,2,48,0,648,617,0.23699999999999999,0.312,0.45700000000000002
Career,"Rasmussen, Lawrence",OKC,29,P,ML,4.76,35,25,2,2,134,98,3,0,580,295,221,666,123,7,67,19,19,1,40,0,337,307,0.27700000000000002,0.33800000000000002,0.41699999999999998
Career,"Ray, Vaughn",MAHO,34,P,ML,5.27,89,132,1,2,368,350,13,5,1835.33,1279,798,2107,358,25,205,31,33,9,130,0,1136,1075,0.27700000000000002,0.34499999999999997,0.41099999999999998
Career,"Re, James",OMA,28,P,ML,4.93,18,13,9,3,94,30,0,0,262.67,206,93,262,70,5,41,12,5,4,14,0,157,144,0.25,0.311,0.443
Career,"Reimenschneider, Jay",EDMO,34,P,ML,4.29,121,92,1,2,321,314,26,11,2042.33,1310,677,2045,376,38,266,33,28,11,114,0,1028,974,0.25,0.308,0.40300000000000002
Career,"Repetti, Cameron",LAKE,34,P,ML,4.79,63,57,17,9,342,139,3,3,1064.33,660,419,1253,159,8,102,80,34,2,56,0,603,566,0.28199999999999997,0.34399999999999997,0.39
Career,"Riker, William",RICH,24,P,ML,7.45,1,0,0,0,11,0,0,0,9.67,5,1,21,5,0,2,0,1,2,2,0,9,8,0.42,0.43099999999999999,0.64
Career,"Ristig, Joe",ELP,29,P,ML,4.76,28,21,9,6,195,30,0,0,440.33,224,117,532,63,6,47,9,11,3,42,0,245,233,0.28699999999999998,0.32900000000000001,0.40400000000000003
Career,"Robinson, Mike",ERIE,26,P,ML,6.37,0,1,0,2,18,0,0,0,29.67,29,11,48,9,1,1,0,1,1,2,0,21,21,0.35,0.39900000000000002,0.45300000000000001
Career,"Rocher, Harvey",ROCK,31,P,ML,4.08,33,39,175,41,390,1,0,0,507,306,190,603,54,3,30,13,12,1,14,0,250,230,0.28399999999999997,0.34300000000000003,0.35499999999999998
